SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1049815|Potterhead|Zauberhaft|The Occamy is truly just magical! However, it is a bit wobbly in its nest, which I don't find too bad...unfortunately, the display case is damaged...a rather large piece is missing from the top left corner...but otherwise, TOP!!!|5.0|1|"Hi Potterhead, we honestly regret this and it shouldn't stay this way. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!"|2018-03-22 17:46:35
E1008100|Hermine Granger|Frage an Elbenwald:|"I have a question: I would like to get the Rumrunner card, including the display. Apparently, the Rumrunner card and the display are available individually at the Elbenwald Store in Hannover, but not as a set... Could I get the Rumrunner card and the display and then pay the price of the set? It's probably a silly question...
Thanks in advance!
Best regards,
Hermine"|5.0|1|Hi Hermine, there are no stupid questions. Just talk to one of my colleagues on site in the store, we're happy to help you. At the checkout, you'll of course only pay the set price. Best wishes from the Elvenwood!|2018-03-23 12:06:44
E1031420|Muggel_1|Frage???|I can't decide whether to take the other one or this slightly more expensive scarf.|5.0|1|"Hi Muggle, if you're unsure, why not drop by an <a href=""https://www.elbenwald.de/Stores"">Elbenwald near you</a> and take a look at both options. My colleagues on site will be happy to assist you. Best wishes from Elbenwald!"|2018-03-23 13:42:32
E1016173|Miriam|Farbe geht ab|"Dear Elbenwald Team,

I purchased this beautiful wand a little over a year ago from the Elbenwald store in Leipzig. It looks wonderful and feels good in the hand.

Most of the time, I keep it in its packaging. Recently, I took it out before the book fair because it was part of my costume. And what do I find? The color is coming off. The entire wand is now no longer beautifully uniform, but spotted. For the price, I really expected more.

Best regards,
Miriam"|3.0|1|"Hi Miriam, I'm really sorry about that. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!"|2018-03-24 09:29:22
E1048743|Victoria|Wirklich hübsch, aber...|"The shirt is really pretty, the thin fabric is very comfortable to wear, unfortunately, after the first wash, the big disappointment came:
Although I washed it at 30°C as recommended in the washing instructions, the print was almost completely gone.
You can only see a faint ""shadow"" of the emblem.
I find this really annoying, as I've never had this problem with other printed shirts before, and now I'm going to go to the store where I bought it to complain about it.
What a shame!"|2.0|1|Hi Victoria, we honestly regret this and it shouldn't be like this. Together with my colleagues in the store, we will surely find a solution. Best wishes from Elbenwald!|2018-03-24 18:58:11
E1007189|Fae allyson Prince/Snape|Frage...größe..|What size do I need? I am almost 1.70 meters tall and weigh 45 kg.|3.0|1|Hi Fae, check the description, we've included a size chart there. Best wishes from the Elvenwood!|2018-03-24 20:27:44
E1003395|King Luy|Macht bitte ein Video|"Please make a video so I can see it correctly again! I'm asking for it! I would be overjoyed from the bottom of my heart if Elbenwald could do it! I would like to buy the sword possibly!!!
Thank you very much if that would be possible!!!!"|5.0|1|Hi King Luy, your wish is our command, we'll start filming right away. Best wishes from the Elvenwood!|2018-03-25 10:58:45
E1044326|Mark|Außen hui, innen pfui|When the medallion arrived, I was initially thrilled. It looks really elegant from the outside. Nicely crafted from metal, quite heavy (but not too heavy). Unfortunately, the disappointment came when I tried to insert the battery: the internal construction is extremely cheap, the battery didn't stay in place and kept sliding down. Result: only one eye lit up. I then tried again to place the battery better, and the holder promptly broke... and I was really careful. I sent it back afterwards and hope to get my money refunded. Unfortunately, it was a disappointment.|3.0|1|"Hi Mark, we honestly regret this and it shouldn't be like this. If you have any further questions about your return, just send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Best regards from Elbenwald!"|2018-03-26 16:19:26
E1016172|Lea|...|It may well be that this is Lucius's second wand, but then the manufacturers should have noticed that they simply copied Molly's wand here! I'll probably still buy it, since I can't find hers anywhere else.|2.0|1|Hi Lea, you're right, both wands are identical in shape, Lucius's is just a bit lighter. Unfortunately, Molly's wand is completely sold out. Best wishes from the Elfwood!|2018-03-27 00:25:51
E1047366|Danja|Anders als erwartet|"Fawkes is well-made and very colorful. But I still didn't like him - he looks very misshapen, with a fat belly and a tiny head. The facial expression was also different from what I expected - as if he had just woken up.
Overall, I imagined him to be somehow more majestic, and not like a comic character.
But if you like this style, then you can't go wrong with the good craftsmanship."|2.0|1|"Hi Danja, we honestly regret that you don't like Fawkes. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-03-27 17:59:33
E1038422|Milli|Zu eng und dennoch ein Must-Have|I ordered the pants in size S because they don't have a button or a waistband to tie, so I was able to pull them up to my thighs but not any further. So you have to order them larger to get them on, and then they're correspondingly too long and wide.|2.0|1|"Hi Milli, we are truly sorry about this. Please reach out to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!"|2018-03-28 21:02:40
E1046449|Sarah|Sehr ärgerlich|That's really unfortunate, I've now reordered this cup for the third time. Unfortunately, the cup has always been defective so far, it's a shame that it was already broken when it was sent (the damage did not occur during shipping).|2.0|1|Hi Sarah, I'm truly sorry about this and it shouldn't be happening. Please reach out to our customer support, together we'll surely find a solution. Best wishes from the Elbenwald!|2018-03-28 21:15:45
E1000659|Sophie|Rabatt auch im Store?|"Hello dear Elbenwald team!
I noticed that the Elderstaff is currently on sale and was wondering if the discount is only valid for online shopping or if I can also get it at a reduced price in the stores, such as in Vienna.
Thanks in advance!
All the best, Sophie
P.S.: You guys are doing an amazing job! Keep it up :)"|5.0|1|Hi Sophie, the prices from our online shop also apply in all of our stores. Best wishes from Elbenwald!|2018-03-29 18:44:24
E1050724|Franz|Frage|How does the game work? When do you win? Please answer quickly, it might be for my son!|5.0|1|Hi Franz, take a look at our video, it briefly explains the gameplay. Best wishes from the Elbenwald!|2018-03-29 18:54:02
E1016516|Thorben Targaryen|SUPER|"I simply love this wand. The great thing is that the rod that is inside the wand is now also on the decorative piece at the end. It is super beautiful and really worth the money. 
P.S.: Will the wands of Fred and George also be available at some point in the Character Edition? I would really be happy about that."|5.0|1|Hi Thorben, so far we haven't heard any plans about the wands of the twins being released again. Best wishes from the Elvenwood!|2018-03-30 15:47:36
E1003193|Kaspar S.|Harry Potter Leuchtzauberstab|He is enlightened and enchanted, his enemies shudder, parents follow like in the book with the right spell.|5.0|1|Hi Kaspar, I must say, I can't complain about your rhymes. I hope you visit us again soon. Best wishes from the Elven Forest!|2018-03-30 23:34:10
E1002979|Sandy|Gürtel zu Breit|The belt is 1 cm wider than specified. I have to return the belt because the belt bag didn't fit due to the 1 cm difference.|4.0|1|Hi Sandy, you're right, the belt is one centimeter wider at the buckles. We will adjust the measurements, thanks for your input. Best regards from the Elbenwald!|2018-03-31 09:06:57
E1015759|Sandy|Trinkhorn|Dragon head not securely attached to drinking horn.|4.0|1|"Hi Sandy, I'm truly sorry that you're not satisfied. Please get in touch with our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a short message, together we'll surely find a solution. Best wishes from Elbenwald!"|2018-03-31 09:11:02
E1050243|Bert|Enttäuschung|I bought this set and was very excited to see my daughter's eyes light up! I hadn't even opened it yet and left it in the package! When my daughter opened the package, she was very delighted! Suddenly, I noticed that the essential oil was missing! My daughter was sad! The warranty had expired and my daughter was sad! Elbenwald, if you're going to make sets where people save money, you should at least make sure everything is in the package! I hope that next time I make a purchase, I get something where nothing is missing!|1.0|1|"Hi Bert, unfortunately I can't clearly assign an order to you. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!"|2018-03-31 16:25:49
E1051787|Heinz|Die Figur steht nicht.|"The figure doesn't stand still. Allegedly there is a ""transparent base,"" but it is either so transparent that I can't see it, or I'm misunderstanding something. So unfortunately, it's unusable..."|1.0|1|"Hi Heinz, I'm truly sorry if your figure isn't standing. There's no base included, the figure should actually stand on its own. Therefore, please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best regards from Elbenwald!"|2018-03-31 18:12:47
E1039467|Harry|Anhänger|"Hello dear Elbenwald team,

I would like to get this bracelet, but I would like to know how many charms can be attached to it approximately? I am already looking forward to your answer.

Best regards, Harry"|5.0|1|Hi Harry, you are free to choose how many charms you make for your bracelet. Over time, it will get a bit heavy, so I decided on four pendants for my bracelet. Best wishes from the Elvenwood!|2018-03-31 21:34:49
E1040276|Jennifer|Wunderschöne Uhr aber....|I find the watch really beautiful; I received it from my husband for Christmas and have only worn it on special occasions. Unfortunately, it comes apart at the bracelet. This is really a shame because I love this watch and would like to wear it more often, but I'm afraid it will break completely.|2.0|1|"Hi Jennifer, we are truly sorry about this. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-03-31 23:49:27
E1049583|Joseph Schwäbig|Schlechte Qualität|"Unfortunately, the mugs are of very poor quality.
The logo is cheaply glued on, and the glass mug itself is also very cheap. The glass is sharp-edged where it was joined together.
Luckily, you only received them as a gift.
On the one hand, it's really a shame because you can't exchange them. I'm used to better from Elbenwald."|1.0|1|"Hi Joseph, we honestly regret that you are not satisfied. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, perhaps we can still find a solution. Best regards from Elbenwald!"|2018-04-01 14:15:53
E1007761|Dennis|Eigentlich habe mich mich wirklich gefreut|"I received the cryptogram as a birthday gift and wanted to set my password right away. Unfortunately, the letter ring with the ""L"" cannot be detached from the metal ring. As a result, I cannot change the password correctly. 
Do you have any tips for me on how to remove the letter ring properly?
Best regards and please help me..."|3.0|1|"Hi Dennis, we are truly sorry about that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-01 17:27:46
E1042384|Bodo Fraggins|Shire?|Will there ever be a shirt with a Shire/Hobbiton design? I'm a little Hobbit :)|5.0|1|Hi Bodo, I can't promise anything, but I'll pass your tip along to the development team. Best wishes from the Elven Forest!|2018-04-01 19:26:02
E1000659|onno|sehr guter Zauberstab, Daumen hoch|It is really a very good wand. However, I must point out that it broke relatively quickly for me. This little thing at the bottom of the handle simply snapped off. The delivery was top-notch; I ordered the product on a Thursday and it arrived the following Saturday. Despite it breaking so quickly, Elbenwald, you got everything right.|5.0|1|"Hi Onno, we are truly sorry about this. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, perhaps we can still find a solution. Best regards from Elbenwald!"|2018-04-01 21:29:22
E1001292|Bodo Fraggins|Innenumfang|Can someone please write down the inner circumference of the crown?|5.0|1|Hi Bodo, the crown has an inner circumference of about 54 cm. Best wishes from the Elvenwood!|2018-04-01 22:24:33
E1029077|Simi|Hobbit Tasche|"I was very pleased with the bag (it was a gift). It looks very nice and is not too conspicuous due to its discreet design. It was in use for a very long time and I was really satisfied until then. 
Unfortunately, it started to happen, as I heard from others as well, that the carrying strap often came loose and it regularly fell to the ground. Since then, I don't use it too often anymore. Very unfortunate!! 
Nevertheless, as I said, it is very beautiful."|4.0|1|"Hi Simi, I'm truly sorry about that. Please send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!"|2018-04-01 23:51:37
E1002285|MaluHP|Frage|Does that mean I can take the ring off the chain?|5.0|1|Hi Malu, yes, the ring can also be worn without or with a different chain. Best wishes from the Elvenwood!|2018-04-02 08:54:23
E1051216|Jannis Damm|Geht nicht ohne, dass sie angeschlossen ist!|I think the lamp looks very good, but it only works when it's connected to the computer. Is that normal? If so, I would find it very unfortunate.|4.0|1|Hi Jannis, you're right, the lamp is powered via a USB cable. You can also connect a power bank if you want to be independent of the computer. Best wishes from the Elven Forest!|2018-04-03 10:31:57
E1028841|Maik|SEMI GUT|The cup looks quite cheap and poorly made. After the first hand wash, there is already water inside the cavity. The price is definitely too high. As a gift, it was well received, but a higher quality would be desirable for the price.|1.0|1|"Hi Maik, I'm truly sorry that you're not satisfied. Please send us a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-03 12:01:15
E1038163|Anne|Geburtstagsgeschenk|Unfortunately, the size is absolutely not matching. We ordered the shirt in XXL and it fits at most like a German M, so it's significantly much too small. This should perhaps be noted or size charts added. Otherwise, the shirt was great in appearance and workmanship! And that's exactly why the shirt is hung on the wall.|4.0|1|"Hi Anne, I'm truly sorry that the shirt doesn't fit. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, maybe we can still find a solution. Best wishes from Elbenwald!"|2018-04-03 13:12:21
E1006147|Katharina|Wunderschöner Ring|The ring is absolutely beautiful, but unfortunately it broke after 11 months, which is very disappointing, especially considering the price. If the ring hadn't broken, I would give it 10 stars.|3.0|1|"Hi Katharina, I honestly regret that this happened. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-03 18:02:58
E1027689|Birgit Eckmayr|Nicht spülmaschinenfest bei dem Preis?|After 2 accidental washes in the dishwasher, nothing is left on the otherwise very high-quality-looking glass. Every promotional gift works like this, doesn't it?|1.0|1|Hi Birgit, I'm sorry you now have a homeless and voiceless glass at home. We already pointed out in the description of the glass jug that it is not suitable for the dishwasher. Best wishes from the Elbenwald!|2018-04-03 18:57:43
E1051167|Daenerys - Ich mach mich in der Show gerne mal nackig - Targaryen|Lieber Tim....|"Resin is the English term for, dädädädää, synthetic resin! So: Now that you know, or learn from the colleague who read this nice comment, all the know-it-alls from Westeros would be grateful if you said it that way too....

P.S. These egg cups (yes, I can make wordplay too, not just you) look very cool, but unfortunately they wouldn't be for me, because I prefer stuff that you can wash completely with detergent and whatever else, because otherwise it seems a bit unhygienic to me, just a little quirk of mine....
Best regards
Dany"|5.0|1|"Hi Dany, of course you could also say ""resin"" instead of ""resin,"" you are absolutely right. Best wishes from the Elven Forest!"|2018-04-03 21:50:32
E1004913|Robert Langdon|Eine kurze Frage|Since I'm a huge Dan Brown fan, the Cryptex is a must-have. Unfortunately, it's always out of stock. Do you lovely Waldelben know when it will be available again?|5.0|1|Hi Robert, we have already reordered the Cryptex and expect delivery in the coming weeks. Best regards from the Elvenwood!|2018-04-04 20:17:34
E1007189|CLAH_A|Schal auf dem Bild der Robe|"Hello,
I have a question about which scarf is shown in the picture of the entire costume. Since there are three different ones, I would like to match it according to the picture :)
Best regards"|5.0|1|"Hi CLAH_A, here you can find the {""Slytherin Scarf""|ArticleUrlOrNot:E1001451:""currently out of stock""} from the photo. Best wishes from the Elvenwood!"|2018-04-05 16:23:03
E1007080|Urs2030|Schöner Stein|"The stone was made very beautifully. Great display. As several others have already written, I find it a pity that the stone looks a bit different from the photo. It is more orange than red and not as worn as in the photo. But it looks very nice in the display. I was a bit surprised by the size, I had imagined it a bit bigger. 
What I find very unfortunate is that the glass dome is very tightly held in the Styrofoam. I had to tear the Styrofoam to remove the dome, as we couldn't get it out otherwise. Since I like to keep the packaging in case I need to repack it later, I find this very unfortunate. Unfortunately, the delivery was also very delayed this time (despite delivery to Switzerland and Easter), usually it goes faster."|4.0|1|Hi Urs2030, I sincerely apologize that the packaging did not survive the unpacking process entirely, but we have no influence over this as it comes from the manufacturer. Your order arrived at your home in Switzerland within 5 working days. Best regards from the Elbenwald!|2018-04-05 17:23:56
E1004941|Potter|Frage!!!!|Is it normal for there to be a small crack on the top of the rod?|5.0|1|"Hi Potter, it would be best if you could send us a picture of the wand to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!"|2018-04-06 12:23:23
E1042455|Sophie|Löcher und defekte Teile im Kostüm|Even when unpacking the costume, I noticed major flaws. The seams were not properly closed, resulting in large holes. Additionally, the zipper fell off the first time I opened the costume and could not be repaired. Moreover, the costume has been carelessly cut and sewn together and looks cheap. €34.90 is €34.90 too much for such a costume!|1.0|1|"Hi Sophie, I'm really sorry about that and it shouldn't be like this. Please get in touch with our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a short message, we'd be happy to assist you with an exchange or return. Best wishes from Elbenwald!"|2018-04-06 21:49:24
E1047190|Leglixgi|Auf lager|"Hello dear elbenwald team,
I have been waiting for a very long time to finally be able to order the bedding. Is there no indication at all as to when you will receive more stock?"|5.0|1|Hi Leglixgi, we have already reordered the bedding. Unfortunately, it will still take until mid-June for the bedding to arrive with us. Best wishes from the Elbenwald!|2018-04-07 10:08:11
E1016709|George Weasley|Amorentia|I bought the box and read through the comments when I noticed that for other Harry Potter fans, the love potion bottle is made of glass, but for me, everything is made of plastic.|4.0|1|Hi George, we were unsure ourselves whether it is glass or plastic, so we asked the manufacturer. The answer: the vial is made of plastic. Best regards from the Elbenwald!|2018-04-07 18:12:54
E1044617|Blue|Frage|When will the cuddle blankets be available again?|5.0|1|Hi Blue, we have already reordered the ceiling and expect delivery in May. Best regards from the Elbenwald!|2018-04-09 17:24:12
E1011388|Sylke|Enttäuschung|"I picked him up in February and he was broken, we had to drive all the way from Münster to Dortmund and therefore had no chance to exchange him. 
Too bad."|1.0|1|"Hi Sylke, we are truly sorry about this. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-09 17:54:20
E1002285|Kenneth|Sehr gut|Very nice ring... Can you also wash the pouch? Because a lot of dust accumulates there!|5.0|1|Hi Kenneth, honestly, none of us has ever washed such a bag before, so we can neither recommend nor rule it out. I'm truly sorry. Best regards from the Elbenwald!|2018-04-10 12:34:18
E1024575|Florian|Schlechte Farbe|The shirt itself is nice. It fits and the design is cool, but the red color fades with every wash. The grey tone remains, but as I said, the red disappears and it's only been washed twice. It doesn't happen with other shirts from the shop. I find it a pity, as 19.50€ is not a small amount of money...|2.0|1|"Hi Florian, we are truly sorry about that. Please send us a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-10 16:24:31
E1029863|Christoph|Captain Kirk T-Shirt|The T-shirt looks great and fits perfectly, but after just a few washes, the design in the golden area started to peel off. Additionally, the gold color gradually washed out, revealing the yellow fabric underneath.|3.0|1|"Hi Christoph, we are truly sorry about that. Please reach out to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a short message, and together we will surely find a solution. Best regards from Elbenwald!"|2018-04-10 17:27:25
E1000643|Luis|Liebes elbenwald Team könnt ihr mir helfen?|Unfortunately, the packaging broke and now I need your help.|5.0|1|"Hi Luis, we're happy to help you. Just send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Best regards from Elbenwald!"|2018-04-11 15:02:21
E1036081|Sandra|Veränderte Qualität|"I had bought the T-shirt in 2016 from an Elvenwood store and was thrilled. Great quality, the fabric was nice and thick and high-quality.

Now I have reordered it online at the same price - the shirt is much larger, lighter, and the fabric considerably thinner. So I'm disappointed.
The new T-shirt is still okay, but disappointing for the price.
Although it has the same logo, it's basically a completely different shirt."|3.0|1|"Hi Sandra, we are truly sorry about that. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-04-11 22:27:31
E1049146|Rebecca|Aus und an und an und aus|"I really like the picture, but I would like to know how the touch function works. 
Somehow nothing happens for me :D"|5.0|1|"Hi Rebecca, a light tap on the screen should suffice. Take a look at <a href=""https://youtu.be/E3PqjAeNm3Y?t=5m16s"">this video</a>, where Chris shows you how to do it. Of course, you can also contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we're happy to help. Best regards from Elbenwald!"|2018-04-12 15:20:14
E1002101|Gondorianer|Es ist eine Schatztruhe Leute :D|"Apparently, many people don't know what a treasure chest or a jewelry box is.
My question would be whether you get a key for it to lock it, even though I already have a safe, but better safe than sorry :D

Ps. To the other people, you won't find anything comparable anywhere due to the velvet, wood veneer, decoration, and metal fittings + fan bonus. So I'll quickly save the 400 euros.

Pss. The jewelry box is meant to be filled with your own jewelry ;-)"|5.0|1|Hi Gondorianer, yes, the key is included. By the way, you can also find this and more information in the description. Best wishes from the Elvenwood!|2018-04-13 14:40:00
E1048310|Marie|Schuhgrößen|"Hello dear Elbenwald team, 
are the shoes (possibly in the future) also available in size 36?"|3.0|1|Hi Marie, I'm sorry, size 36 is no longer available. My tip: try size 37, it might fit quite well. Best wishes from the Elven Forest!|2018-04-15 13:24:29
E1000642|Leon|Frage|I have this free voucher from the catalog and it says that it cannot be applied to discounts or free items! Will I get the 10 euros for this item now or not?|5.0|1|Hi Leon, once your order reaches 50€, you can redeem the thank-you card, even for the time reverser. Best wishes from the Elvenwood!|2018-04-16 13:54:23
E1026912|Helna Plappert|Frage|"Can you clean the trailer in an ultrasonic bath?
I'm afraid of breaking it ;) !"|5.0|1|Hi Helena, generally, this is possible with silver jewelry, but personally, I would recommend using a silver cleaning cloth, as you can't go wrong with that. Best wishes from the Elven Forest!|2018-04-16 13:58:22
E1016556|Anna|Super aber...|I bought the pen a few months ago and I think it's really great. I use it for all my schoolwork, but unfortunately it ran out of ink today at school and now I'm wondering how to replace the refill?|5.0|1|"Hi Anna, that's a perfect question for our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, why don't you send us a short message? Best wishes from Elbenwald!"|2018-04-17 09:36:07
E1045606|Hexe|Sehr schönes Kleid, aber|The dress fits very, very large. Even in the S/M size, it hangs like a sack. But the workmanship and quality are very good.|3.0|1|"Hi Witch, I'm sorry you're not satisfied. In fact, we recommend wearing the dress with a belt. If you have any further questions, our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> will be happy to assist you. Best regards from Elbenwald!"|2018-04-18 17:52:50
E1000825|Lord Stark|Frage?|Could you briefly explain the price difference between this ring and the 59 € version? Is it all about the material, or how does this difference come about?|5.0|1|Hi Lord Stark, actually, the material here is decisive. The original is made of gilded sterling silver and comes in a luxurious wooden box. The variant for 59€ is made of gilded stainless steel and the gift box is not made of wood. Best wishes from the Elvenwood!|2018-04-20 23:14:04
E1000642|Leon|Frage|The voucher is only valid from 50€ and the Time Reverser is REDUCED and costs 49.90€ which is below 50 Euros? Does this work now or not! Best regards, Leon.|5.0|1|Hi Leon, as already mentioned: the thank-you card is valid from a purchase value of €50. So you can redeem it for this time turner and another item of your choice, so that you exceed the minimum value. Best wishes from the Elvenwood!|2018-04-22 20:05:54
E1052147|Sibyll Trewlaney|FRAGE|Can you turn the Anhängrr like the original Hermione's Time-Turner?|5.0|1|"Hi Sibyll, this trailer cannot be rotated, I'm sorry. Here you can find the {""Original Time Reverser""|ArticleUrlOrNot:E1000642:""currently out of stock""} (with rotating rings). Best wishes from the Elven Forest!"|2018-04-22 21:40:21
E1051216|Jenny|Frage|I like the lamp. Can I also use a USB adapter for the socket? Like for the phone?|5.0|1|Hi Jenny, unfortunately, we cannot guarantee that it will work permanently with a USB power supply, as it depends on the voltage required by the lamp. Best regards from the Elbenwald!|2018-04-23 11:18:45
E1001825|Julian|Besen|Can you theoretically use a broom for purposes for which the broom is actually intended?|5.0|1|Hi Julian, this broom is a replica from the movie and is perfect for collectors. The replica is not suitable for sweeping or flying. Best wishes from the Elvenwood!|2018-04-23 23:07:05
E1034522|Sandra|sehr schöne Bluse|"This blouse is made from a pleasant fabric and looks very good. I just don't understand the size specifications here. Sometimes XXL is too big, sometimes too small...
This blouse is anyway too big, so it has to be returned. I would like to order a smaller size, but the shop doesn't allow reorders..."|5.0|1|"Hi Sandra, I'm sorry that something went wrong with your order. Please give us a call or send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we're happy to help. Best wishes from Elbenwald!"|2018-04-24 20:00:41
E1025380|Sandra|Auf dem Bild sieht die Bluse sehr gut aus,|It also fits, but the three fabric strips at the bottom of the blouse are quite high up on me / pulled up, which unfortunately looks quite impossible.|5.0|1|"Hi Sandra, I'm truly sorry about that. Please get in touch with our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a short message, together we'll surely find a solution. Best wishes from Elbenwald!"|2018-04-24 20:14:44
E1051395|Fabian Lieb|Überragend aber...|"First things first, I think you guys are great and you're doing a cool job. 
Everything arrived wonderfully and intact in advance, but I just wanted to point out that the type of packaging was a bit disadvantageous. 
The box was nice and big, the bubble wrap was very good and served its purpose, but the item was directly on the bubble wrap in the box, so it could have been possible that the ""good"" postman, in his haste and endless stress, didn't secure the package properly in the car or possibly even dropped it, or, or, or.... 
Long story short, the item was indeed stable, but it would be a shame if a package containing something more delicate arrived damaged from you, although I'm sure you pay special attention to such things because you're just awesome. 

Enough flattery, I wish you lots of ideas and continued success. 

Best regards"|5.0|1|Hi Fabian, you are absolutely right, we pay individual attention to ensuring that each item is packaged securely for transport. Thank you very much for your praise and best regards from the Elbenwald!|2018-04-25 10:41:21
E1042740|Melina|Frage|I'm not entirely sure, so I'd better ask first: Is the fabric waterproof?|5.0|1|Hi Melina, our sports bags are made of 100% cotton and are therefore about as waterproof as a T-shirt, I'm sorry. Best regards from the Elbenwald!|2018-04-25 14:59:38
E1041235|Carolin|Schlechte Qualität des Aufdrucks|Although the shirt was turned inside out and washed in cold water, the print is terribly flaking off. Very poor quality, unfortunately I have to return it.|1.0|1|"Hi Carolin, we honestly regret this and it shouldn't be like that. If you have any further questions about your return or exchange, please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Best regards from Elbenwald!"|2018-04-25 20:56:26
E1050306|Lena|Größe?|Since I don't like things too tight, I thought I'd try a men's top. What are the sizes like approximately?|5.0|1|"Hi Lena, unlike most women's shirts, men's shirts are generally cut a bit looser. If you're unsure about the size, why not stop by an <a href=""https://www.elbenwald.de/Stores"">Elbenwald near you</a> and try on some shirts before making your purchase decision. Of course, you can also have several sizes sent to your home and keep only the one that fits. Best wishes from Elbenwald!"|2018-04-25 21:19:39
E1008627|Mone|Entsprach leider nicht ganz der Beschreibung|Actually a nice skirt, but on the one hand, it lacked the slit for walking, and on the other hand, I personally didn't like the material. It's cotton, but more linen-like and therefore tends to pill easily. So unfortunately, the skirt had to be returned. I wear size 38 and L/XL fit comfortably at the waist and was almost floor-length (I'm 1.70m tall), so it would have been a perfect fit.|4.0|1|Hi Mone, I'm sorry you didn't like the skirt. We will include your suggestion about the slit in the description, thank you very much for that. Best wishes from the Elbenwald!|2018-04-25 21:39:10
E1050312|Nuffiguduffi|Super :)|Personally, I'm a Hufflepuff and bought the T-shirt for my little brother. He's totally thrilled and has been wearing the shirt almost non-stop at home. The only criticism is that it's quite wide-cut - which isn't bad for a girlie shirt in itself - I had to order the girlie shirt, however, because my brother is only 12 and you can't order the unisex shirt in XS. Because of the slightly wider cut, he's a bit hesitant to wear the shirt to school. Otherwise, I really think the shirt is great and, as I said, my brother loves it at home too.|4.0|1|"Hi Nuffiguduffi, look, we have brand new shirts for kids, here's the <a href=""https://www.elbenwald.de/Harry-Potter/Harry-Potter-Magical-Ravenclaw-T-Shirt-Kinder-blau-p.html"">Ravenclaw Shirt</a>. Best wishes from Elbenwald!"|2018-04-26 00:17:49
E1037563|Rainer|Schönes Lesezeichen|"Very nice bookmark, high-quality workmanship and valuable packaging, at the price it could have been 9.90 € as well.
I'll buy the others too, just gradually. Maybe you could make a special offer for fans, wink;-)
But I'm happy with you for a cuddle.:-)"|5.0|1|"Hi Rainer, you wish for an offer you can't refuse? Then take a look at our {""Hogwarts Bookmark Collection""|ArticleUrlOrNot:E1038887:""currently out of stock""}. Best wishes from the Elvenwood!"|2018-04-26 21:33:09
