SKU,User,Title,Content,Points,Status,Comment,Date of Review,Cleaned_Content,Cleaned_Comment,Combined_Text,Content_Comment_Consistency
E1048743,Nathie,"Aussehen ja, Qualität nein","From an optical standpoint, I was very pleased when the ""Shirt"" arrived. Unfortunately, the joy didn't last long, because the fabric became noticeably thinner after just 2 washes, and the design was barely visible anymore (I exclusively wash my merchandise at 30 degrees to avoid such issues).",1.0,1,"Hi Nathie, we honestly regret this and it shouldn't be like that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!",2018-07-02 00:24:14,optic standpoint pleas shirt arriv unfortun joy didnt last long fabric becam notic thinner wash design bare visibl anymor exclus wash merchandis degre avoid issu,hi nathi honestli regret shouldnt like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,optic standpoint pleas shirt arriv unfortun joy didnt last long fabric becam notic thinner wash design bare visibl anymor exclus wash merchandis degre avoid issu hi nathi honestli regret shouldnt like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.84486705
E1044133,Kol,Wann wieder verfügbar ,When will the notebook be available again at myZeil in Frankfurt??? I wanted to buy it but it's not available there.,5.0,1,"Hi Kol, you can have the notebook <a href=""https://www.elbenwald.de/Filiallieferung"">delivered free of charge directly to the store</a> and take a closer look at it before purchasing. Of course, you can also ask a staff member for help directly in the store; we are happy to assist you with your order. Best regards from Elbenwald!",2018-07-03 08:54:20,notebook avail myzeil frankfurt want buy avail,hi kol notebook hrefhttpswwwelbenwalddefiliallieferungdeliv free charg directli storea take closer look purchas cours also ask staff member help directli store happi assist order best regard elbenwald,notebook avail myzeil frankfurt want buy avail hi kol notebook hrefhttpswwwelbenwalddefiliallieferungdeliv free charg directli storea take closer look purchas cours also ask staff member help directli store happi assist order best regard elbenwald,0.9483729
E1054071,Elenor,Bild?,"Dear Elbenwald Team,
will there soon be a picture of this dress as well? I find the description very appealing, but I'm unsure whether I should order the dress if I don't know what it looks like.
Best regards,
Elenor",4.0,1,"Hi Elenor, the picture will be coming soon, I ask you to please be patient a little longer. Best wishes from the Elvenwood!",2018-07-03 21:59:19,dear elbenwald team soon pictur dress well find descript appeal im unsur whether order dress dont know look like best regard elenor,hi elenor pictur come soon ask pleas patient littl longer best wish elvenwood,dear elbenwald team soon pictur dress well find descript appeal im unsur whether order dress dont know look like best regard elenor hi elenor pictur come soon ask pleas patient littl longer best wish elvenwood,0.96878475
E1025380,Andrea,Bluse,Nice is different.... but you should at least mention that you need to order a size larger.,3.0,1,"Hi Andrea, I honestly regret that you are not satisfied. Please send us a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-07-04 18:03:33,nice differ least mention need order size larger,hi andrea honestli regret satisfi pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,nice differ least mention need order size larger hi andrea honestli regret satisfi pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.8164701
E1047085,Florian ,Frage,Is the cardigan also for men or is it only for women?,5.0,1,"Hi Florian, the cardigan is suitable for both women and men. Best wishes from the Elven Forest!",2018-07-05 00:47:20,cardigan also men women,hi florian cardigan suitabl women men best wish elven forest,cardigan also men women hi florian cardigan suitabl women men best wish elven forest,0.9705304
E1044428,Harleen ,Minimale Makel,"The bat itself is really awesome, but with me, one of the blue areas is slightly misplaced, which slightly disrupts the overall image, and directly above it, there is a visible cut edge of the sticker. 
A bit of a shame, but still a great piece.",4.0,1,"Hi Harleen, that's really a shame. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!",2018-07-05 12:38:44,bat realli awesom one blue area slightli misplac slightli disrupt overal imag directli visibl cut edg sticker bit shame still great piec,hi harleen that realli shame pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,bat realli awesom one blue area slightli misplac slightli disrupt overal imag directli visibl cut edg sticker bit shame still great piec hi harleen that realli shame pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,0.89741814
E1044236,Alicia,"Super schön, aber leider sofort kaputt gegangen","The necklace is really beautiful, and I was really looking forward to wearing it for the first time, but it broke right at the clasp when I tried it on. So I had to return it, but I plan to order the necklace again.",4.0,1,"Hi Alicia, I'm really sorry about that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!",2018-07-05 20:05:37,necklac realli beauti realli look forward wear first time broke right clasp tri return plan order necklac,hi alicia im realli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,necklac realli beauti realli look forward wear first time broke right clasp tri return plan order necklac hi alicia im realli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,0.9245391
E1037711,LPHDTV,Kurze Frage,"Hey. Since many are complaining, I just wanted to ask briefly if the supposed break point on the sword is visible or if it's really only there because it's a decorative sword? I actually already bought a sword from you once where the blade was slightly misaligned (not centered on the grip).",5.0,1,"Hi LPHDTV, the breaking point on the sword is not visible. Best regards from the Elven Forest!",2018-07-06 13:34:19,hey sinc mani complain want ask briefli suppos break point sword visibl realli decor sword actual alreadi bought sword blade slightli misalign center grip,hi lphdtv break point sword visibl best regard elven forest,hey sinc mani complain want ask briefli suppos break point sword visibl realli decor sword actual alreadi bought sword blade slightli misalign center grip hi lphdtv break point sword visibl best regard elven forest,0.93488014
E1049546,Kume ,Nicht kaufen! Top Design aber Reißverschluss zu hart,"I received this jacket as a gift. Unfortunately, we had to exchange it twice and still didn't end up with one where the problem was resolved. The issue is as follows: The zipper is so extremely hard and rough that it shreds the entire jacket during the first wash, essentially destroying it. If you're unlucky, it can even damage the rest of your laundry. It's a shame, because the design and the material itself are great!",1.0,1,"Hi Kume, we honestly regret this and it shouldn't have happened. Please send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the return. Best regards from Elbenwald!",2018-07-06 13:34:49,receiv jacket gift unfortun exchang twice still didnt end one problem resolv issu follow zipper extrem hard rough shred entir jacket first wash essenti destroy your unlucki even damag rest laundri shame design materi great,hi kume honestli regret shouldnt happen pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist return best regard elbenwald,receiv jacket gift unfortun exchang twice still didnt end one problem resolv issu follow zipper extrem hard rough shred entir jacket first wash essenti destroy your unlucki even damag rest laundri shame design materi great hi kume honestli regret shouldnt happen pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist return best regard elbenwald,0.89284897
E1000823,Stefan,"Sehr schöner Anhänger, leider etwas schief","Very nice piece of jewelry, as a gift for my girlfriend for our anniversary. I really like it and it is also well made. Unfortunately, the lower stone is slightly glued diagonally to the right and the bottom loop is a bit twisted to the left. I'll see if our jeweler can bend it straight. That's why only 8 points, for the price it should be straight.",4.0,1,"Hi Stefan, before you go to the jeweler, please send a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we would be happy to assist you with the exchange. Best regards from Elbenwald!",2018-07-06 15:46:42,nice piec jewelri gift girlfriend anniversari realli like also well made unfortun lower stone slightli glu diagon right bottom loop bit twist left ill see jewel bend straight that point price straight,hi stefan go jewel pleas send short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,nice piec jewelri gift girlfriend anniversari realli like also well made unfortun lower stone slightli glu diagon right bottom loop bit twist left ill see jewel bend straight that point price straight hi stefan go jewel pleas send short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,0.8314396
E1044236,Ellen,Gibt es die auch in den Filialen?,"I have a question: I find this necklace fantastic, but I don't like ordering things online. I've never seen this necklace in a store, so I'm wondering if it's even possible to buy it in a store. Thanks in advance ♡",5.0,1,"Hi Ellen, directly below the yellow ""Add to Cart"" button, you'll find <b>Check Availability in Stores</b>. After a quick click, you can see if the chain is currently available at an Elbenwald store near you. Of course, you can also have the chain <a href=""https://www.elbenwald.de/Filiallieferung"">delivered directly and free of charge to the store</a>, where you pay only upon collection and can inspect the chain closely before purchasing. Best wishes from Elbenwald!",2018-07-07 09:49:06,question find necklac fantast dont like order thing onlin ive never seen necklac store im wonder even possibl buy store thank advanc,hi ellen directli yellow add cart button youll find bcheck avail storesb quick click see chain current avail elbenwald store near cours also chain hrefhttpswwwelbenwalddefiliallieferungdeliv directli free charg storea pay upon collect inspect chain close purchas best wish elbenwald,question find necklac fantast dont like order thing onlin ive never seen necklac store im wonder even possibl buy store thank advanc hi ellen directli yellow add cart button youll find bcheck avail storesb quick click see chain current avail elbenwald store near cours also chain hrefhttpswwwelbenwalddefiliallieferungdeliv directli free charg storea pay upon collect inspect chain close purchas best wish elbenwald,0.9332782
E1023334,Nadine,"Superschön, leider nicht besonders stabil","I received the ring as a birthday present yesterday and it's truly dreamy! It looks fantastic and has a very pleasant weight. 
I also really like the jewelry display! Unfortunately, one of my guests broke it while trying to open it after just 5 minutes. So my question is, can it be purchased separately?",4.0,1,"Hi Nadine, as I understand, you have already contacted our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we will surely find a solution. Best wishes from Elbenwald!",2018-07-07 17:36:18,receiv ring birthday present yesterday truli dreami look fantast pleasant weight also realli like jewelri display unfortun one guest broke tri open minut question purchas separ,hi nadin understand alreadi contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,receiv ring birthday present yesterday truli dreami look fantast pleasant weight also realli like jewelri display unfortun one guest broke tri open minut question purchas separ hi nadin understand alreadi contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.95847684
E1016518,Oskar,Liest das wer?,"If anyone actually reads this, I have to say:
The wand is beautifully crafted and feels good in the hand. The engraved patterns really make it a beautiful wand. Also, since Sirius Black played a very emotional role in the movies and books. In my opinion, this wand simply belongs in a collection ;D",5.0,1,"Hi Oskar, thanks for your review. We read every single one of them :) Best wishes from the Elven Forest!",2018-07-09 20:33:17,anyon actual read say wand beauti craft feel good hand engrav pattern realli make beauti wand also sinc siriu black play emot role movi book opinion wand simpli belong collect,hi oskar thank review read everi singl one best wish elven forest,anyon actual read say wand beauti craft feel good hand engrav pattern realli make beauti wand also sinc siriu black play emot role movi book opinion wand simpli belong collect hi oskar thank review read everi singl one best wish elven forest,0.91819507
E1038968,Ein Mann,Frage,Is there also a version in Valyrian? A man has been wondering about that for a long time!,5.0,1,"Hi a man, we haven't found anything with it yet, but we'll keep our eyes open. Best wishes from the Elbe Forest!",2018-07-12 16:27:18,also version valyrian man wonder long time,hi man havent found anyth yet well keep eye open best wish elb forest,also version valyrian man wonder long time hi man havent found anyth yet well keep eye open best wish elb forest,0.901121
E1000643,Hogwarts ,Bewertung ,"I find the packaging very beautiful and intricately designed. The wand has good quality, but the color slightly fades at the tip. The handle feels very comfortable and pleasantly surprised me. The handle was also very precisely crafted and looks like real wood. 
I do have one question: Is the wand waterproof, or should I protect it from water?",5.0,1,"Hi Hogwarts, honestly, we have never exposed our wands to water. Therefore, I'm afraid I cannot answer your question. Best wishes from the Elvenwood!",2018-07-13 11:28:18,find packag beauti intric design wand good qualiti color slightli fade tip handl feel comfort pleasantli surpris handl also precis craft look like real wood one question wand waterproof protect water,hi hogwart honestli never expos wand water therefor im afraid cannot answer question best wish elvenwood,find packag beauti intric design wand good qualiti color slightli fade tip handl feel comfort pleasantli surpris handl also precis craft look like real wood one question wand waterproof protect water hi hogwart honestli never expos wand water therefor im afraid cannot answer question best wish elvenwood,0.8587995
E1051917,Krummbein,Ich habe eine Frage ...,"I would like to buy this T-shirt for my 10-year-old sister. Would size 146/152 still fit her, or do the T-shirts run small?",3.0,1,"Hi Krummbein, the shirts will be sized according to the specified measurements. Maybe you could sneak a peek in your sister's wardrobe to see what size she's currently wearing. Of course, you can also order two sizes for safety and <a href=""https://www.elbenwald.de/Rueckgabe"">keep only the one that fits</a>. Best wishes from Elbenwald!",2018-07-15 19:41:24,would like buy tshirt yearold sister would size still fit tshirt run small,hi krummbein shirt size accord specifi measur mayb could sneak peek sister wardrob see size she current wear cours also order two size safeti hrefhttpswwwelbenwaldderueckgabekeep one fitsa best wish elbenwald,would like buy tshirt yearold sister would size still fit tshirt run small hi krummbein shirt size accord specifi measur mayb could sneak peek sister wardrob see size she current wear cours also order two size safeti hrefhttpswwwelbenwaldderueckgabekeep one fitsa best wish elbenwald,0.96154535
E1039465,Ayla,Frage ,"Hello dear Elbenwald team,
I have a question: why is there an additional 5 Euro shipping fee for the bow, even though your website states that shipping is free for orders over 20 Euros?",5.0,1,"Hi Ayla, this bow is so huge that it requires special packaging and is also shipped separately. That's why this surcharge is unfortunately necessary, thank you for your understanding. Best wishes from the Elvenwood!",2018-07-15 23:31:06,hello dear elbenwald team question addit euro ship fee bow even though websit state ship free order euro,hi ayla bow huge requir special packag also ship separ that surcharg unfortun necessari thank understand best wish elvenwood,hello dear elbenwald team question addit euro ship fee bow even though websit state ship free order euro hi ayla bow huge requir special packag also ship separ that surcharg unfortun necessari thank understand best wish elvenwood,0.9277471
E1053201,Rebecca,Aufdruck eher schlechter als mäßig ,"The print is extremely sticky and unfortunately of poor quality.

The fit of the shirt is quite good. If you are a bit more generously endowed, unfortunately the nose part of the portrait disappears, as the print is placed at a slightly unfortunate location ;-)",1.0,1,"Hi Rebecca, I honestly regret that it should not have been like this. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-07-16 10:22:23,print extrem sticki unfortun poor qualiti fit shirt quit good bit gener endow unfortun nose part portrait disappear print place slightli unfortun locat,hi rebecca honestli regret like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,print extrem sticki unfortun poor qualiti fit shirt quit good bit gener endow unfortun nose part portrait disappear print place slightli unfortun locat hi rebecca honestli regret like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.9125495
E1042371,Katha,Mädchenversion?,"I find the motif and the color absolutely beautiful, but can't you also offer the shirt in a girls' cut with a slightly larger neckline and a looser fit at the waist? :(",4.0,1,"Hi Katha, nothing has been planned yet, but I'll gladly pass on your wish and keep my fingers crossed for you. Best wishes from the Elbenwald!",2018-07-16 10:41:56,find motif color absolut beauti cant also offer shirt girl cut slightli larger necklin looser fit waist,hi katha noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,find motif color absolut beauti cant also offer shirt girl cut slightli larger necklin looser fit waist hi katha noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,0.9426892
E1044585,Fragus Bescheuertus,Frage an Elbenwald,"Hello dear Elbenwald residents,

is the doormat also available without the ""Harry Potter"" logo? It's actually a really great idea, but I find it annoying that it's immediately branded with Harry Potter. It would be a laugh for any fan, but for the (inexplicably existing) non-fans, it wouldn't be immediately obvious, and I would immediately know who is NOT allowed to enter my Mini-Hogwarts hehehe ;-P Joking aside, it would be much cooler without the ""Harry Potter"" ;-) is it available like that too?? :D",5.0,1,"Hi Fragus, we have only found this variant of the doormat so far, I'm sorry. Best wishes from the Elbenwald!",2018-07-16 22:38:35,hello dear elbenwald resid doormat also avail without harri potter logo actual realli great idea find annoy immedi brand harri potter would laugh fan inexplic exist nonfan wouldnt immedi obviou would immedi know allow enter minihogwart heheh p joke asid would much cooler without harri potter avail like,hi fragu found variant doormat far im sorri best wish elbenwald,hello dear elbenwald resid doormat also avail without harri potter logo actual realli great idea find annoy immedi brand harri potter would laugh fan inexplic exist nonfan wouldnt immedi obviou would immedi know allow enter minihogwart heheh p joke asid would much cooler without harri potter avail like hi fragu found variant doormat far im sorri best wish elbenwald,0.9343061
E1014253,Erbsenhirn,Gibt es die passenden Ohrringe?,"Hello you hardworking elves from the Elven Forest,

are the matching earrings also available somewhere in the assortment? :-) I would love to buy the necklace and the earrings together - sooo beautiful!! *.*",5.0,1,"Hi Pea Brain, I'm sorry, we couldn't find the earrings anywhere, so unfortunately we only have the necklace available. Best wishes from the Elvenwood!",2018-07-17 12:31:06,hello hardwork elv elven forest match ear also avail somewher assort would love buy necklac ear togeth sooo beauti,hi pea brain im sorri couldnt find ear anywher unfortun necklac avail best wish elvenwood,hello hardwork elv elven forest match ear also avail somewher assort would love buy necklac ear togeth sooo beauti hi pea brain im sorri couldnt find ear anywher unfortun necklac avail best wish elvenwood,0.96317923
E1016164,Mister Eleven ,?,"Is this staff suitable for show duels, is it easy to grip? And when it breaks, how can you imagine that, Klaus?

To the Elbenwald Team: Does this staff also have a metal rod in the middle?",3.0,1,"Hi Mister 11, that's quite a lot of questions at once. Please write us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you. Best regards from Elbenwald!",2018-07-17 17:21:43,staff suitabl show duel easi grip break imagin klau elbenwald team staff also metal rod middl,hi mister that quit lot question pleas write us email hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist best regard elbenwald,staff suitabl show duel easi grip break imagin klau elbenwald team staff also metal rod middl hi mister that quit lot question pleas write us email hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist best regard elbenwald,0.85726106
E1046439,Sebastian,Naja,"The edges showed signs of wear and unfortunately, the lighting had a severe loose connection...for the money...well...",3.0,1,"Hi Sebastian, we honestly regret this and it should not remain this way. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we would be happy to assist you with the exchange. Best regards from Elbenwald!",2018-07-18 13:32:21,edg show sign wear unfortun light sever loos connectionfor moneywel,hi sebastian honestli regret remain way pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,edg show sign wear unfortun light sever loos connectionfor moneywel hi sebastian honestli regret remain way pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,0.96425897
E1016173,Adrian,Frage,"Hello there! How is it actually with the Ollivander version of Luna's wand?
Will this ever come out? :)",5.0,1,"Hi Adrian, so far we don't have any information on that. Best regards from the Elbenwald!",2018-07-18 14:48:05,hello actual ollivand version luna wand ever come,hi adrian far dont inform best regard elbenwald,hello actual ollivand version luna wand ever come hi adrian far dont inform best regard elbenwald,0.95488214
E1051917,Nuffiguduffi,Auch für Erwachsene geplant?,"The T-shirts are totally cute. Unfortunately, my brother finds the designs too kitschy :/ but I think they're totally sweet, and I've heard this from several friends and a saleswoman in the shop as well. So my question is: Will there be T-shirts for adults in the future?",5.0,1,"Hi Nuffiguduffi, nothing is planned for that yet, but I'll gladly pass on your wish and keep my fingers crossed. Best wishes from the Elbenwald!",2018-07-18 15:12:47,tshirt total cute unfortun brother find design kitschi think theyr total sweet ive heard sever friend saleswoman shop well question tshirt adult futur,hi nuffiguduffi noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,tshirt total cute unfortun brother find design kitschi think theyr total sweet ive heard sever friend saleswoman shop well question tshirt adult futur hi nuffiguduffi noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,0.909619
E1019505,Paul Siems,Besser gehts kaum,"The Chalice is the hammer! I bought it a while ago and I was thrilled! It is extremely well-made and feels pleasantly heavy in the hand. The price didn't deter me, however. The only small flaw: the felt or fabric on the base of the chalice is slightly misaligned. Now, you don't necessarily see that, since the chalice is displayed as a collector's item, but I did find it a bit disappointing! One more little question: is the chalice actually gilded? Because in your video about Horcruxes on YouTube, you mentioned that, but honestly, the golden color is quite dark to really be considered gilded! It wouldn't be a big deal if it wasn't, but I'm just curious!",5.0,1,"Hi Paul, the chalice is not gilded, but only painted with gold paint. Best wishes from the Elven Forest!",2018-07-18 18:48:04,chalic hammer bought ago thrill extrem wellmad feel pleasantli heavi hand price didnt deter howev small flaw felt fabric base chalic slightli misalign dont necessarili see sinc chalic display collector item find bit disappoint one littl question chalic actual gild video horcrux youtub mention honestli golden color quit dark realli consid gild wouldnt big deal wasnt im curiou,hi paul chalic gild paint gold paint best wish elven forest,chalic hammer bought ago thrill extrem wellmad feel pleasantli heavi hand price didnt deter howev small flaw felt fabric base chalic slightli misalign dont necessarili see sinc chalic display collector item find bit disappoint one littl question chalic actual gild video horcrux youtub mention honestli golden color quit dark realli consid gild wouldnt big deal wasnt im curiou hi paul chalic gild paint gold paint best wish elven forest,0.86724544
E1044235,Mrs Bella,Frage,"I have a question, specifically whether the earrings are silver-plated or completely made of steel, as I am not yet sure if I can tolerate fashion jewelry. It would be great if you could respond quickly.",5.0,1,"Hi Mrs. Bella, the earrings are made of silver-plated zinc alloy. Best regards from the Elbenwald!",2018-07-18 21:50:30,question specif whether ear silverpl complet made steel yet sure toler fashion jewelri would great could respond quickli,hi mr bella ear made silverpl zinc alloy best regard elbenwald,question specif whether ear silverpl complet made steel yet sure toler fashion jewelri would great could respond quickli hi mr bella ear made silverpl zinc alloy best regard elbenwald,0.96710706
E1038031,Nadja,Nach einmaliger kalter Wäsche...,"After one cold wash, the size XXL was only a M.",2.0,1,"Hi Nadja, this shouldn't have happened, and we honestly apologize. Please send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we'll surely find a solution. Best regards from Elbenwald!",2018-07-21 13:22:54,one cold wash size xxl,hi nadja shouldnt happen honestli apolog pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best regard elbenwald,one cold wash size xxl hi nadja shouldnt happen honestli apolog pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best regard elbenwald,0.80929327
E1053291,Kopp Alexander,Leider enttäuscht,"The print itself is very nice. The color of the shirt is also good. However, what absolutely does not work at all is the quality of the print. After washing 2 times as indicated on the label, the print is almost completely gone. I would appreciate a response.",1.0,1,"Hi Alexander, I'm truly sorry about this. Unfortunately, I can't clearly identify your order. So please send us a message with your order number to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we'll surely find a solution. Best wishes from Elbenwald!",2018-07-23 12:06:06,print nice color shirt also good howev absolut work qualiti print wash time indic label print almost complet gone would appreci respons,hi alexand im truli sorri unfortun cant clearli identifi order pleas send us messag order number hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,print nice color shirt also good howev absolut work qualiti print wash time indic label print almost complet gone would appreci respons hi alexand im truli sorri unfortun cant clearli identifi order pleas send us messag order number hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,0.76499915
E1029590,Lucas S.,Top Qualität,I immediately ordered several shirts. The quality and fit are great. Only the delivery time was a bit long for me ^^' But I could hardly wait to hold the shirts in my hands.,5.0,1,"Hi Lucas, the shirt arrived at your place within four working days. I can only apologize to you for the one-day delay. Best wishes from the Elbenwald!",2018-07-23 19:46:31,immedi order sever shirt qualiti fit great deliveri time bit long could hardli wait hold shirt hand,hi luca shirt arriv place within four work day apolog oneday delay best wish elbenwald,immedi order sever shirt qualiti fit great deliveri time bit long could hardli wait hold shirt hand hi luca shirt arriv place within four work day apolog oneday delay best wish elbenwald,0.942725
E1047189,M. Mortifer,Auch für die Häuser?,"Dear Elbenwald Team,
will there also be bed linen and day blankets for the individual houses?
-MM-",5.0,1,"Hi M., there's nothing planned for that yet, but I'll gladly pass on your suggestion and keep my fingers crossed. Best wishes from the Elbenwald!",2018-07-23 21:22:25,dear elbenwald team also bed linen day blanket individu hous mm,hi there noth plan yet ill gladli pass suggest keep finger cross best wish elbenwald,dear elbenwald team also bed linen day blanket individu hous mm hi there noth plan yet ill gladli pass suggest keep finger cross best wish elbenwald,0.96517223
E1047522,Minister Yannick,Frage.,"Dear Elbenwald Team, would you classify this book as a good birthday gift?",5.0,1,"Hi Yannick, if someone doesn't already have the book, that's a fantastic idea for a birthday gift. The recipient should maybe also be a Harry Potter fan, I think... but who doesn't like Harry?^^ Best wishes from the Elven Forest!",2018-07-23 22:59:50,dear elbenwald team would classifi book good birthday gift,hi yannick someon doesnt alreadi book that fantast idea birthday gift recipi mayb also harri potter fan think doesnt like harri best wish elven forest,dear elbenwald team would classifi book good birthday gift hi yannick someon doesnt alreadi book that fantast idea birthday gift recipi mayb also harri potter fan think doesnt like harri best wish elven forest,0.9597304
E1020650,Tobias T.,Wird die andere Edition nochmal Nachbestellt?,"Hello dear Elbenwald team,
will the edition with the lion statue be available again or has it been completely removed from the assortment?
Unfortunately, I took too long to decide whether to get it, and now that I've decided to buy it, I can't find it on the website anymore.
I look forward to your reply.
Best regards",5.0,1,"Hi Tobias, we have already reordered the Gryffindor letter opener with lions and expect delivery next month. Best wishes from Elbenwald!",2018-07-24 11:11:36,hello dear elbenwald team edit lion statu avail complet remov assort unfortun took long decid whether get ive decid buy cant find websit anymor look forward repli best regard,hi tobia alreadi reorder gryffindor letter open lion expect deliveri next month best wish elbenwald,hello dear elbenwald team edit lion statu avail complet remov assort unfortun took long decid whether get ive decid buy cant find websit anymor look forward repli best regard hi tobia alreadi reorder gryffindor letter open lion expect deliveri next month best wish elbenwald,0.86154765
E1026183,Yannick,Frage,"Can I drink it so I do really well on the tests? (No one said you can't use it in Muggle schools, right?)",5.0,1,"Hi Yannick, you'll only get the empty vial. So if you have unparalleled expertise in potions (and can get the ingredients without the Ministry of Magic finding out), I think it's possible for now. Best wishes from the Elven Forest!",2018-07-24 14:47:32,drink realli well test one said cant use muggl school right,hi yannick youll get empti vial unparallel expertis potion get ingredi without ministri magic find think possibl best wish elven forest,drink realli well test one said cant use muggl school right hi yannick youll get empti vial unparallel expertis potion get ingredi without ministri magic find think possibl best wish elven forest,0.914822
E1048417,Marie,Leider nicht wie erwartet,"I was very excited about my package. After opening it, the disappointment was great... The plush toy unfortunately does not look like the picture. Therefore, I will return the plush toy.",2.0,1,"Hi Marie, I'm truly sorry if your plush scratcher looks different. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!",2018-07-24 18:05:54,excit packag open disappoint great plush toy unfortun look like pictur therefor return plush toy,hi mari im truli sorri plush scratcher look differ pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,excit packag open disappoint great plush toy unfortun look like pictur therefor return plush toy hi mari im truli sorri plush scratcher look differ pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,0.89864665
E1045236,Dagmar,Naja...,"I'm not quite as enthusiastic as the other reviewers. My pillow is quite poorly made, the cover is 100% polyester and seems to magically attract every lint. I wouldn't call the cover soft either. On the plus side, the lettering is beautifully embroidered, so it makes a very nice decorative pillow.",3.0,1,"Hi Dagmar, of course you don't have to keep a lopsided pillow, please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!",2018-07-24 18:48:39,im quit enthusiast review pillow quit poorli made cover polyest seem magic attract everi lint wouldnt call cover soft either plu side letter beauti embroid make nice decor pillow,hi dagmar cours dont keep lopsid pillow pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,im quit enthusiast review pillow quit poorli made cover polyest seem magic attract everi lint wouldnt call cover soft either plu side letter beauti embroid make nice decor pillow hi dagmar cours dont keep lopsid pillow pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.8796499
