SKU,User,Title,Content,Points,Status,Comment,Date of Review,Review_Type,Cleaned_Content,Cleaned_Comment,Combined_Text,Content_Comment_Consistency,Comment_vs_Content_Difference
E1012118,Rico K.,Prof. Slughorn Stundenglas,"Dear Elbenwald, when will ""Professor Slughorn's Hourglass"" be available again?
Best regards, Rico K.",5.0,1,"Hi Rico, thanks for your patience. We have already reordered the hourglass and expect delivery in early September. Best wishes from the Elbenwald!",2018-06-28 21:50:01,user,dear elbenwald professor slughorn hourglass avail best regard rico k,hi rico thank patienc alreadi reorder hourglass expect deliveri earli septemb best wish elbenwald,dear elbenwald professor slughorn hourglass avail best regard rico k hi rico thank patienc alreadi reorder hourglass expect deliveri earli septemb best wish elbenwald,0.9976707,0.01749949
E1044428,Gedanken Galaxie,FRAGE!!,"I have more of a question :/ I don't just want to leave him lying around, but also use him for cosplay photos. Please tell me that it's possible, after all, I only want the one from Elbenwald...",3.0,1,"Hi Thoughts, of course you can also use the baseball bat for photos. Best wishes from the Elvenwood!",2018-06-28 22:25:47,user,question dont want leav lie around also use cosplay photo pleas tell possibl want one elbenwald,hi thought cours also use basebal bat photo best wish elvenwood,question dont want leav lie around also use cosplay photo pleas tell possibl want one elbenwald hi thought cours also use basebal bat photo best wish elvenwood,0.98719317,0.02780814
E1041955,Lukas,Prima - aber mit Tücken,"The jacket is of very high quality and comfortable. But unfortunately, the metal zipper has its quirks here and there. Mine just broke after 6 months. A standard black plastic zipper would have been better, and for the price, you could expect something better. Nevertheless, the jacket is a must-have for any Overwatch enthusiast.",4.0,1,"Hi Lukas, I'm really sorry about that. Please send us a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!",2018-06-29 19:06:21,user,jacket high qualiti comfort unfortun metal zipper quirk mine broke month standard black plastic zipper would better price could expect someth better nevertheless jacket musthav overwatch enthusiast,hi luka im realli sorri pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,jacket high qualiti comfort unfortun metal zipper quirk mine broke month standard black plastic zipper would better price could expect someth better nevertheless jacket musthav overwatch enthusiast hi luka im realli sorri pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,0.8949405,0.06991651
E1053512,Stephan,Artikelbeschreibung,"Very cute children's costume, however, I was a bit surprised by the item description. This outfit has absolutely no resemblance to the attire of Celeborn the Elf Lord.",3.0,1,"Hi Stephan, thank you very much for the tip. We have now adjusted the article. Best regards from the Elbenwald!",2018-06-30 10:09:27,user,cute children costum howev bit surpris item descript outfit absolut resembl attir celeborn elf lord,hi stephan thank much tip adjust articl best regard elbenwald,cute children costum howev bit surpris item descript outfit absolut resembl attir celeborn elf lord hi stephan thank much tip adjust articl best regard elbenwald,0.99432915,0.014308376
E1000813,Paul Siems,"Ich bin kein Herr der Ringe Fan aber,","With such a beautiful and excellently crafted piece of jewelry, I simply have to order it.....and it comes in different sizes, so there's something for my sausage fingers too. What particularly impresses me is that the ring is made of silver and then also gilded. But I have a question for the Elbenwald team: where are these masterpieces actually made? I mean, do you have them made somewhere, because some film replicas are also hand-painted. I would be extremely happy to receive an answer!",5.0,1,"Hi Paul, that's a perfect question for our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, please send us a short message. Best regards from Elbenwald!",2018-06-30 21:27:06,user,beauti excel craft piec jewelri simpli order itand come differ size there someth sausag finger particularli impress ring made silver also gild question elbenwald team masterpiec actual made mean made somewher film replica also handpaint would extrem happi receiv answer,hi paul that perfect question hrefhttpswwwelbenwalddekontaktformularcustom supporta pleas send us short messag best regard elbenwald,beauti excel craft piec jewelri simpli order itand come differ size there someth sausag finger particularli impress ring made silver also gild question elbenwald team masterpiec actual made mean made somewher film replica also handpaint would extrem happi receiv answer hi paul that perfect question hrefhttpswwwelbenwalddekontaktformularcustom supporta pleas send us short messag best regard elbenwald,0.9113221,0.056482296
E1048753,Lena A.,Fast sehr gut - Kaputte Verpackung,"I really liked the long T-shirt in the photos, and in real life, I find the quality and look very nice. For size L, it seemed a bit small before trying it on, but it fit me well :) However, one thing really bothered me. The package that arrived at my place was quite damaged. The cardboard box was very dented, and the tape was only partially sticking to the box. Otherwise, I was also very satisfied with the letters and order confirmation emails.

I will definitely take it to the Elbenwald Festival. I'm looking forward to wearing the long-sleeved shirt.",4.0,1,"Hi Lena, we honestly regret the issue with the packaging. Please send us a photo of it to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we will surely find a solution. Best wishes from Elbenwald!",2018-07-01 13:08:33,user,realli like long tshirt photo real life find qualiti look nice size l seem bit small tri fit well howev one thing realli bother packag arriv place quit damag cardboard box dent tape partial stick box otherwis also satisfi letter order confirm email definit take elbenwald festiv im look forward wear longsleev shirt,hi lena honestli regret issu packag pleas send us photo hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,realli like long tshirt photo real life find qualiti look nice size l seem bit small tri fit well howev one thing realli bother packag arriv place quit damag cardboard box dent tape partial stick box otherwis also satisfi letter order confirm email definit take elbenwald festiv im look forward wear longsleev shirt hi lena honestli regret issu packag pleas send us photo hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.92219067,0.048559144
E1048743,Nathie,"Aussehen ja, Qualität nein","From an optical standpoint, I was very pleased when the ""Shirt"" arrived. Unfortunately, the joy didn't last long, because the fabric became noticeably thinner after just 2 washes, and the design was barely visible anymore (I exclusively wash my merchandise at 30 degrees to avoid such issues).",1.0,1,"Hi Nathie, we honestly regret this and it shouldn't be like that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!",2018-07-02 00:24:14,user,optic standpoint pleas shirt arriv unfortun joy didnt last long fabric becam notic thinner wash design bare visibl anymor exclus wash merchandis degre avoid issu,hi nathi honestli regret shouldnt like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,optic standpoint pleas shirt arriv unfortun joy didnt last long fabric becam notic thinner wash design bare visibl anymor exclus wash merchandis degre avoid issu hi nathi honestli regret shouldnt like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.94605464,0.07705147
E1044133,Kol,Wann wieder verfügbar ,When will the notebook be available again at myZeil in Frankfurt??? I wanted to buy it but it's not available there.,5.0,1,"Hi Kol, you can have the notebook <a href=""https://www.elbenwald.de/Filiallieferung"">delivered free of charge directly to the store</a> and take a closer look at it before purchasing. Of course, you can also ask a staff member for help directly in the store; we are happy to assist you with your order. Best regards from Elbenwald!",2018-07-03 08:54:20,user,notebook avail myzeil frankfurt want buy avail,hi kol notebook hrefhttpswwwelbenwalddefiliallieferungdeliv free charg directli storea take closer look purchas cours also ask staff member help directli store happi assist order best regard elbenwald,notebook avail myzeil frankfurt want buy avail hi kol notebook hrefhttpswwwelbenwalddefiliallieferungdeliv free charg directli storea take closer look purchas cours also ask staff member help directli store happi assist order best regard elbenwald,0.9720405,0.053140137
E1054071,Elenor,Bild?,"Dear Elbenwald Team,
will there soon be a picture of this dress as well? I find the description very appealing, but I'm unsure whether I should order the dress if I don't know what it looks like.
Best regards,
Elenor",4.0,1,"Hi Elenor, the picture will be coming soon, I ask you to please be patient a little longer. Best wishes from the Elvenwood!",2018-07-03 21:59:19,user,dear elbenwald team soon pictur dress well find descript appeal im unsur whether order dress dont know look like best regard elenor,hi elenor pictur come soon ask pleas patient littl longer best wish elvenwood,dear elbenwald team soon pictur dress well find descript appeal im unsur whether order dress dont know look like best regard elenor hi elenor pictur come soon ask pleas patient littl longer best wish elvenwood,0.9889335,0.011469634
E1025380,Andrea,Bluse,Nice is different.... but you should at least mention that you need to order a size larger.,3.0,1,"Hi Andrea, I honestly regret that you are not satisfied. Please send us a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-07-04 18:03:33,user,nice differ least mention need order size larger,hi andrea honestli regret satisfi pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,nice differ least mention need order size larger hi andrea honestli regret satisfi pleas send us short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.89810133,0.052503474
E1047085,Florian ,Frage,Is the cardigan also for men or is it only for women?,5.0,1,"Hi Florian, the cardigan is suitable for both women and men. Best wishes from the Elven Forest!",2018-07-05 00:47:20,user,cardigan also men women,hi florian cardigan suitabl women men best wish elven forest,cardigan also men women hi florian cardigan suitabl women men best wish elven forest,0.9887242,0.015899546
E1044428,Harleen ,Minimale Makel,"The bat itself is really awesome, but with me, one of the blue areas is slightly misplaced, which slightly disrupts the overall image, and directly above it, there is a visible cut edge of the sticker. 
A bit of a shame, but still a great piece.",4.0,1,"Hi Harleen, that's really a shame. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!",2018-07-05 12:38:44,user,bat realli awesom one blue area slightli misplac slightli disrupt overal imag directli visibl cut edg sticker bit shame still great piec,hi harleen that realli shame pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,bat realli awesom one blue area slightli misplac slightli disrupt overal imag directli visibl cut edg sticker bit shame still great piec hi harleen that realli shame pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,0.925051,0.068090916
E1044236,Alicia,"Super schön, aber leider sofort kaputt gegangen","The necklace is really beautiful, and I was really looking forward to wearing it for the first time, but it broke right at the clasp when I tried it on. So I had to return it, but I plan to order the necklace again.",4.0,1,"Hi Alicia, I'm really sorry about that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!",2018-07-05 20:05:37,user,necklac realli beauti realli look forward wear first time broke right clasp tri return plan order necklac,hi alicia im realli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,necklac realli beauti realli look forward wear first time broke right clasp tri return plan order necklac hi alicia im realli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist exchang best wish elbenwald,0.9545303,0.027377872
E1037711,LPHDTV,Kurze Frage,"Hey. Since many are complaining, I just wanted to ask briefly if the supposed break point on the sword is visible or if it's really only there because it's a decorative sword? I actually already bought a sword from you once where the blade was slightly misaligned (not centered on the grip).",5.0,1,"Hi LPHDTV, the breaking point on the sword is not visible. Best regards from the Elven Forest!",2018-07-06 13:34:19,user,hey sinc mani complain want ask briefli suppos break point sword visibl realli decor sword actual alreadi bought sword blade slightli misalign center grip,hi lphdtv break point sword visibl best regard elven forest,hey sinc mani complain want ask briefli suppos break point sword visibl realli decor sword actual alreadi bought sword blade slightli misalign center grip hi lphdtv break point sword visibl best regard elven forest,0.9725398,0.045064
E1049546,Kume ,Nicht kaufen! Top Design aber Reißverschluss zu hart,"I received this jacket as a gift. Unfortunately, we had to exchange it twice and still didn't end up with one where the problem was resolved. The issue is as follows: The zipper is so extremely hard and rough that it shreds the entire jacket during the first wash, essentially destroying it. If you're unlucky, it can even damage the rest of your laundry. It's a shame, because the design and the material itself are great!",1.0,1,"Hi Kume, we honestly regret this and it shouldn't have happened. Please send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the return. Best regards from Elbenwald!",2018-07-06 13:34:49,user,receiv jacket gift unfortun exchang twice still didnt end one problem resolv issu follow zipper extrem hard rough shred entir jacket first wash essenti destroy your unlucki even damag rest laundri shame design materi great,hi kume honestli regret shouldnt happen pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist return best regard elbenwald,receiv jacket gift unfortun exchang twice still didnt end one problem resolv issu follow zipper extrem hard rough shred entir jacket first wash essenti destroy your unlucki even damag rest laundri shame design materi great hi kume honestli regret shouldnt happen pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist return best regard elbenwald,0.9127786,0.0862478
E1000823,Stefan,"Sehr schöner Anhänger, leider etwas schief","Very nice piece of jewelry, as a gift for my girlfriend for our anniversary. I really like it and it is also well made. Unfortunately, the lower stone is slightly glued diagonally to the right and the bottom loop is a bit twisted to the left. I'll see if our jeweler can bend it straight. That's why only 8 points, for the price it should be straight.",4.0,1,"Hi Stefan, before you go to the jeweler, please send a short message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we would be happy to assist you with the exchange. Best regards from Elbenwald!",2018-07-06 15:46:42,user,nice piec jewelri gift girlfriend anniversari realli like also well made unfortun lower stone slightli glu diagon right bottom loop bit twist left ill see jewel bend straight that point price straight,hi stefan go jewel pleas send short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,nice piec jewelri gift girlfriend anniversari realli like also well made unfortun lower stone slightli glu diagon right bottom loop bit twist left ill see jewel bend straight that point price straight hi stefan go jewel pleas send short messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,0.8420169,0.100096144
E1044236,Ellen,Gibt es die auch in den Filialen?,"I have a question: I find this necklace fantastic, but I don't like ordering things online. I've never seen this necklace in a store, so I'm wondering if it's even possible to buy it in a store. Thanks in advance ♡",5.0,1,"Hi Ellen, directly below the yellow ""Add to Cart"" button, you'll find <b>Check Availability in Stores</b>. After a quick click, you can see if the chain is currently available at an Elbenwald store near you. Of course, you can also have the chain <a href=""https://www.elbenwald.de/Filiallieferung"">delivered directly and free of charge to the store</a>, where you pay only upon collection and can inspect the chain closely before purchasing. Best wishes from Elbenwald!",2018-07-07 09:49:06,user,question find necklac fantast dont like order thing onlin ive never seen necklac store im wonder even possibl buy store thank advanc,hi ellen directli yellow add cart button youll find bcheck avail storesb quick click see chain current avail elbenwald store near cours also chain hrefhttpswwwelbenwalddefiliallieferungdeliv directli free charg storea pay upon collect inspect chain close purchas best wish elbenwald,question find necklac fantast dont like order thing onlin ive never seen necklac store im wonder even possibl buy store thank advanc hi ellen directli yellow add cart button youll find bcheck avail storesb quick click see chain current avail elbenwald store near cours also chain hrefhttpswwwelbenwalddefiliallieferungdeliv directli free charg storea pay upon collect inspect chain close purchas best wish elbenwald,0.9636142,0.042286254
E1023334,Nadine,"Superschön, leider nicht besonders stabil","I received the ring as a birthday present yesterday and it's truly dreamy! It looks fantastic and has a very pleasant weight. 
I also really like the jewelry display! Unfortunately, one of my guests broke it while trying to open it after just 5 minutes. So my question is, can it be purchased separately?",4.0,1,"Hi Nadine, as I understand, you have already contacted our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we will surely find a solution. Best wishes from Elbenwald!",2018-07-07 17:36:18,user,receiv ring birthday present yesterday truli dreami look fantast pleasant weight also realli like jewelri display unfortun one guest broke tri open minut question purchas separ,hi nadin understand alreadi contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,receiv ring birthday present yesterday truli dreami look fantast pleasant weight also realli like jewelri display unfortun one guest broke tri open minut question purchas separ hi nadin understand alreadi contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best wish elbenwald,0.9821079,0.052492883
E1016518,Oskar,Liest das wer?,"If anyone actually reads this, I have to say:
The wand is beautifully crafted and feels good in the hand. The engraved patterns really make it a beautiful wand. Also, since Sirius Black played a very emotional role in the movies and books. In my opinion, this wand simply belongs in a collection ;D",5.0,1,"Hi Oskar, thanks for your review. We read every single one of them :) Best wishes from the Elven Forest!",2018-07-09 20:33:17,user,anyon actual read say wand beauti craft feel good hand engrav pattern realli make beauti wand also sinc siriu black play emot role movi book opinion wand simpli belong collect,hi oskar thank review read everi singl one best wish elven forest,anyon actual read say wand beauti craft feel good hand engrav pattern realli make beauti wand also sinc siriu black play emot role movi book opinion wand simpli belong collect hi oskar thank review read everi singl one best wish elven forest,0.9599566,0.07144804
E1038968,Ein Mann,Frage,Is there also a version in Valyrian? A man has been wondering about that for a long time!,5.0,1,"Hi a man, we haven't found anything with it yet, but we'll keep our eyes open. Best wishes from the Elbe Forest!",2018-07-12 16:27:18,user,also version valyrian man wonder long time,hi man havent found anyth yet well keep eye open best wish elb forest,also version valyrian man wonder long time hi man havent found anyth yet well keep eye open best wish elb forest,0.95701367,0.036866277
E1000643,Hogwarts ,Bewertung ,"I find the packaging very beautiful and intricately designed. The wand has good quality, but the color slightly fades at the tip. The handle feels very comfortable and pleasantly surprised me. The handle was also very precisely crafted and looks like real wood. 
I do have one question: Is the wand waterproof, or should I protect it from water?",5.0,1,"Hi Hogwarts, honestly, we have never exposed our wands to water. Therefore, I'm afraid I cannot answer your question. Best wishes from the Elvenwood!",2018-07-13 11:28:18,user,find packag beauti intric design wand good qualiti color slightli fade tip handl feel comfort pleasantli surpris handl also precis craft look like real wood one question wand waterproof protect water,hi hogwart honestli never expos wand water therefor im afraid cannot answer question best wish elvenwood,find packag beauti intric design wand good qualiti color slightli fade tip handl feel comfort pleasantli surpris handl also precis craft look like real wood one question wand waterproof protect water hi hogwart honestli never expos wand water therefor im afraid cannot answer question best wish elvenwood,0.93314844,0.078988954
E1051917,Krummbein,Ich habe eine Frage ...,"I would like to buy this T-shirt for my 10-year-old sister. Would size 146/152 still fit her, or do the T-shirts run small?",3.0,1,"Hi Krummbein, the shirts will be sized according to the specified measurements. Maybe you could sneak a peek in your sister's wardrobe to see what size she's currently wearing. Of course, you can also order two sizes for safety and <a href=""https://www.elbenwald.de/Rueckgabe"">keep only the one that fits</a>. Best wishes from Elbenwald!",2018-07-15 19:41:24,user,would like buy tshirt yearold sister would size still fit tshirt run small,hi krummbein shirt size accord specifi measur mayb could sneak peek sister wardrob see size she current wear cours also order two size safeti hrefhttpswwwelbenwaldderueckgabekeep one fitsa best wish elbenwald,would like buy tshirt yearold sister would size still fit tshirt run small hi krummbein shirt size accord specifi measur mayb could sneak peek sister wardrob see size she current wear cours also order two size safeti hrefhttpswwwelbenwaldderueckgabekeep one fitsa best wish elbenwald,0.98538995,0.062051337
E1039465,Ayla,Frage ,"Hello dear Elbenwald team,
I have a question: why is there an additional 5 Euro shipping fee for the bow, even though your website states that shipping is free for orders over 20 Euros?",5.0,1,"Hi Ayla, this bow is so huge that it requires special packaging and is also shipped separately. That's why this surcharge is unfortunately necessary, thank you for your understanding. Best wishes from the Elvenwood!",2018-07-15 23:31:06,user,hello dear elbenwald team question addit euro ship fee bow even though websit state ship free order euro,hi ayla bow huge requir special packag also ship separ that surcharg unfortun necessari thank understand best wish elvenwood,hello dear elbenwald team question addit euro ship fee bow even though websit state ship free order euro hi ayla bow huge requir special packag also ship separ that surcharg unfortun necessari thank understand best wish elvenwood,0.97860616,0.018486267
E1053201,Rebecca,Aufdruck eher schlechter als mäßig ,"The print is extremely sticky and unfortunately of poor quality.

The fit of the shirt is quite good. If you are a bit more generously endowed, unfortunately the nose part of the portrait disappears, as the print is placed at a slightly unfortunate location ;-)",1.0,1,"Hi Rebecca, I honestly regret that it should not have been like this. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-07-16 10:22:23,user,print extrem sticki unfortun poor qualiti fit shirt quit good bit gener endow unfortun nose part portrait disappear print place slightli unfortun locat,hi rebecca honestli regret like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,print extrem sticki unfortun poor qualiti fit shirt quit good bit gener endow unfortun nose part portrait disappear print place slightli unfortun locat hi rebecca honestli regret like pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.96417415,0.055772875
E1042371,Katha,Mädchenversion?,"I find the motif and the color absolutely beautiful, but can't you also offer the shirt in a girls' cut with a slightly larger neckline and a looser fit at the waist? :(",4.0,1,"Hi Katha, nothing has been planned yet, but I'll gladly pass on your wish and keep my fingers crossed for you. Best wishes from the Elbenwald!",2018-07-16 10:41:56,user,find motif color absolut beauti cant also offer shirt girl cut slightli larger necklin looser fit waist,hi katha noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,find motif color absolut beauti cant also offer shirt girl cut slightli larger necklin looser fit waist hi katha noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,0.96280795,0.07679999
E1044585,Fragus Bescheuertus,Frage an Elbenwald,"Hello dear Elbenwald residents,

is the doormat also available without the ""Harry Potter"" logo? It's actually a really great idea, but I find it annoying that it's immediately branded with Harry Potter. It would be a laugh for any fan, but for the (inexplicably existing) non-fans, it wouldn't be immediately obvious, and I would immediately know who is NOT allowed to enter my Mini-Hogwarts hehehe ;-P Joking aside, it would be much cooler without the ""Harry Potter"" ;-) is it available like that too?? :D",5.0,1,"Hi Fragus, we have only found this variant of the doormat so far, I'm sorry. Best wishes from the Elbenwald!",2018-07-16 22:38:35,user,hello dear elbenwald resid doormat also avail without harri potter logo actual realli great idea find annoy immedi brand harri potter would laugh fan inexplic exist nonfan wouldnt immedi obviou would immedi know allow enter minihogwart heheh p joke asid would much cooler without harri potter avail like,hi fragu found variant doormat far im sorri best wish elbenwald,hello dear elbenwald resid doormat also avail without harri potter logo actual realli great idea find annoy immedi brand harri potter would laugh fan inexplic exist nonfan wouldnt immedi obviou would immedi know allow enter minihogwart heheh p joke asid would much cooler without harri potter avail like hi fragu found variant doormat far im sorri best wish elbenwald,0.94387555,0.031200124
E1014253,Erbsenhirn,Gibt es die passenden Ohrringe?,"Hello you hardworking elves from the Elven Forest,

are the matching earrings also available somewhere in the assortment? :-) I would love to buy the necklace and the earrings together - sooo beautiful!! *.*",5.0,1,"Hi Pea Brain, I'm sorry, we couldn't find the earrings anywhere, so unfortunately we only have the necklace available. Best wishes from the Elvenwood!",2018-07-17 12:31:06,user,hello hardwork elv elven forest match ear also avail somewher assort would love buy necklac ear togeth sooo beauti,hi pea brain im sorri couldnt find ear anywher unfortun necklac avail best wish elvenwood,hello hardwork elv elven forest match ear also avail somewher assort would love buy necklac ear togeth sooo beauti hi pea brain im sorri couldnt find ear anywher unfortun necklac avail best wish elvenwood,0.9887697,0.017766226
E1016164,Mister Eleven ,?,"Is this staff suitable for show duels, is it easy to grip? And when it breaks, how can you imagine that, Klaus?

To the Elbenwald Team: Does this staff also have a metal rod in the middle?",3.0,1,"Hi Mister 11, that's quite a lot of questions at once. Please write us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you. Best regards from Elbenwald!",2018-07-17 17:21:43,user,staff suitabl show duel easi grip break imagin klau elbenwald team staff also metal rod middl,hi mister that quit lot question pleas write us email hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist best regard elbenwald,staff suitabl show duel easi grip break imagin klau elbenwald team staff also metal rod middl hi mister that quit lot question pleas write us email hrefhttpswwwelbenwalddekontaktformularcustom supporta wed happi assist best regard elbenwald,0.9377428,0.051888507
E1046439,Sebastian,Naja,"The edges showed signs of wear and unfortunately, the lighting had a severe loose connection...for the money...well...",3.0,1,"Hi Sebastian, we honestly regret this and it should not remain this way. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we would be happy to assist you with the exchange. Best regards from Elbenwald!",2018-07-18 13:32:21,user,edg show sign wear unfortun light sever loos connectionfor moneywel,hi sebastian honestli regret remain way pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,edg show sign wear unfortun light sever loos connectionfor moneywel hi sebastian honestli regret remain way pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta would happi assist exchang best regard elbenwald,0.9754482,0.04583549
E1016173,Adrian,Frage,"Hello there! How is it actually with the Ollivander version of Luna's wand?
Will this ever come out? :)",5.0,1,"Hi Adrian, so far we don't have any information on that. Best regards from the Elbenwald!",2018-07-18 14:48:05,user,hello actual ollivand version luna wand ever come,hi adrian far dont inform best regard elbenwald,hello actual ollivand version luna wand ever come hi adrian far dont inform best regard elbenwald,0.98002857,0.06096636
E1051917,Nuffiguduffi,Auch für Erwachsene geplant?,"The T-shirts are totally cute. Unfortunately, my brother finds the designs too kitschy :/ but I think they're totally sweet, and I've heard this from several friends and a saleswoman in the shop as well. So my question is: Will there be T-shirts for adults in the future?",5.0,1,"Hi Nuffiguduffi, nothing is planned for that yet, but I'll gladly pass on your wish and keep my fingers crossed. Best wishes from the Elbenwald!",2018-07-18 15:12:47,user,tshirt total cute unfortun brother find design kitschi think theyr total sweet ive heard sever friend saleswoman shop well question tshirt adult futur,hi nuffiguduffi noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,tshirt total cute unfortun brother find design kitschi think theyr total sweet ive heard sever friend saleswoman shop well question tshirt adult futur hi nuffiguduffi noth plan yet ill gladli pass wish keep finger cross best wish elbenwald,0.9500473,0.08477568
E1019505,Paul Siems,Besser gehts kaum,"The Chalice is the hammer! I bought it a while ago and I was thrilled! It is extremely well-made and feels pleasantly heavy in the hand. The price didn't deter me, however. The only small flaw: the felt or fabric on the base of the chalice is slightly misaligned. Now, you don't necessarily see that, since the chalice is displayed as a collector's item, but I did find it a bit disappointing! One more little question: is the chalice actually gilded? Because in your video about Horcruxes on YouTube, you mentioned that, but honestly, the golden color is quite dark to really be considered gilded! It wouldn't be a big deal if it wasn't, but I'm just curious!",5.0,1,"Hi Paul, the chalice is not gilded, but only painted with gold paint. Best wishes from the Elven Forest!",2018-07-18 18:48:04,user,chalic hammer bought ago thrill extrem wellmad feel pleasantli heavi hand price didnt deter howev small flaw felt fabric base chalic slightli misalign dont necessarili see sinc chalic display collector item find bit disappoint one littl question chalic actual gild video horcrux youtub mention honestli golden color quit dark realli consid gild wouldnt big deal wasnt im curiou,hi paul chalic gild paint gold paint best wish elven forest,chalic hammer bought ago thrill extrem wellmad feel pleasantli heavi hand price didnt deter howev small flaw felt fabric base chalic slightli misalign dont necessarili see sinc chalic display collector item find bit disappoint one littl question chalic actual gild video horcrux youtub mention honestli golden color quit dark realli consid gild wouldnt big deal wasnt im curiou hi paul chalic gild paint gold paint best wish elven forest,0.90518224,0.09199577
E1044235,Mrs Bella,Frage,"I have a question, specifically whether the earrings are silver-plated or completely made of steel, as I am not yet sure if I can tolerate fashion jewelry. It would be great if you could respond quickly.",5.0,1,"Hi Mrs. Bella, the earrings are made of silver-plated zinc alloy. Best regards from the Elbenwald!",2018-07-18 21:50:30,user,question specif whether ear silverpl complet made steel yet sure toler fashion jewelri would great could respond quickli,hi mr bella ear made silverpl zinc alloy best regard elbenwald,question specif whether ear silverpl complet made steel yet sure toler fashion jewelri would great could respond quickli hi mr bella ear made silverpl zinc alloy best regard elbenwald,0.98142606,0.04846363
E1038031,Nadja,Nach einmaliger kalter Wäsche...,"After one cold wash, the size XXL was only a M.",2.0,1,"Hi Nadja, this shouldn't have happened, and we honestly apologize. Please send us a message through our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and together we'll surely find a solution. Best regards from Elbenwald!",2018-07-21 13:22:54,user,one cold wash size xxl,hi nadja shouldnt happen honestli apolog pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best regard elbenwald,one cold wash size xxl hi nadja shouldnt happen honestli apolog pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best regard elbenwald,0.8878957,0.058671955
